equipment_id,equipment_type,location,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b'\xe0\x17Rj\xf9\x8dEo\x9aL\x8b\x18\xb9\x1c\xael',Boiler,Building B,1275,4822.08,65.87,2.37,21.72,37.82,1,0,0.21,Low,0
b'W\xa1t8\x05\x8f@|\x9cqf\xe4\x06\xcd:\x03',Pump,Building B,1071,4512.29,85.74,3.74,30.38,70.63,2,1,0.08,Medium,0
b'\xbdc0\xcd\xac6Cq\x8c-\xff\xf3\x005\x13\xde',Boiler,Building A,1092,5972.62,73.89,4.83,21.27,89.5,0,0,2.35,Low,0
b'\rt$\xd9:\x1aJT\x9c\x9e\xe9\x13\xd9g\xd0\xfc',Generator,Building B,1606,5742.46,68.62,3.33,18.48,84.61,2,0,1.15,Low,0
b'\x8e\xff~\x1e\xa9\xfbG\x9b\xa8l\xd6\xd7\x9f\xa4:\xce',Generator,Building A,1122,6069.14,67.27,3.2,19.43,74.25,1,0,0.62,Medium,0
b'g\x08h?\xaa\x15F\x01\xb2\xda\xca@\xe1\xcc\x14^',Pump,Building A,1469,5232.87,82.21,1.56,24.36,73.16,0,0,0.94,Medium,0
b']\xeb\xfa\x82ExO\xff\xb8\xa5H^D4\x8fF',HVAC,Warehouse 2,1611,3994.4,78.6,2.19,23.28,69.14,2,1,0.03,Low,0
b'\x81\xb8\xaa\x15\xed\xb3D\x17\xb7f\x88\xa3=!\xa8\x1e',Boiler,Building A,542,4755.72,79.34,1.97,15.78,69.77,4,0,7.58,Low,0
b'\xfb\xa0\x9c}@\xfa@\xe8\xbdV6\xf8\xa8{\xad\x99',Boiler,Warehouse 1,559,4403.59,72.01,4.21,17.08,52.7,0,0,0.84,Medium,0
b'\x17\xcf\x10\xc6\xd7\xfbB\t\xb7\xc4oW\xdc\xb0\xdf\x85',Elevator,Warehouse 2,862,5028.08,76.04,1.22,18.51,89.17,2,1,0.12,Low,0
b'\xdd\x14\xb5@\xf7\x1aKq\x90J\xc6\xbdx\xdfs\x94',HVAC,Building B,1273,5209.47,65.15,2.99,23.92,80.58,3,0,0.9,Low,0
b'\xcf0\xde\xc6\x12\x0cL2\x88/2^\xa4%\x933',Boiler,Warehouse 1,618,4386.41,76.96,3.82,9.14,89.77,2,1,3.18,High,0
b'\x92\xc6\xfa\xcf\xbf\x8aJQ\x83\x8bd@&\x9a\xe9\xf1',Boiler,Building A,544,5926.48,77.29,5.59,12.61,67.8,1,0,0.2,Low,0
b'\xa8\x01\xa3\xb3}\xbfHQ\xbc=\xa3\xf5%\xcc\x16P',Elevator,Warehouse 2,1038,4266.73,68.3,1.69,25.74,60.36,0,1,6.43,Low,0
b'\xe0\xbaB\x86\xd3\xa6L1\x8e\x08\xad3\x8e\x83\xbb7',HVAC,Warehouse 2,1199,6441.95,69.88,3.08,18.45,57.32,1,1,1.1,Low,0
"b'd,\xc6\xfaG\xcdE\x0c\xb4y\xc3\xa1\xeboJ\x9f'",Boiler,Building A,1204,4546.36,92.26,1.67,23.86,78.79,1,0,0.54,Low,0
b'\xde\x01\xd9f2?Of\xb5S\n\x19_\xb9\xf5J',Boiler,Warehouse 1,1449,6096.07,79.25,0.68,17.3,82.02,2,0,0.46,Low,0
b'l\x03\x9b\xbf\xd6\xe0F\xe2\xb5\n\xdc\x1d\te*5',Pump,Building B,821,3535.3,88.15,2.99,20.89,59.15,3,0,2.54,Low,1
b'r\x91\x98\xb7-\x00M\x16\xbf\x98\xda\xeb\xef\xe3\x83\xa1',Boiler,Building C,1444,4766.49,101.38,2.76,13.13,44.75,3,1,2.0,Medium,1
b'\x8cT[\xb9z\xc3EB\x90^\xcd>\xcdi\xe3\x01',Pump,Building B,1222,3925.04,76.25,1.8,18.76,67.38,2,0,0.36,Low,0
b'\x90@\x12#\xbe\xa3A.\xb5\x80\x8a\x14\xcf\x89\xe8\x1a',Boiler,Warehouse 1,1455,5718.42,73.42,2.04,28.33,61.04,0,1,8.34,Medium,0
b'\x93\xcd\xa4Bo\x83Mz\x8166\x1b\x8d<q\x86',HVAC,Building B,1173,3765.15,84.58,1.61,21.01,87.95,0,0,2.09,Low,0
b':\x1d \xc2<\xdcCU\xac\xfd2\x93\x91\xbc\r\x80',Pump,Building C,656,5822.78,65.37,4.04,25.53,66.87,1,0,0.8,Low,0
b'\x04\xda\xa9\xf9\x15sB\xde\xa9\x18\xa7H\xcbb\x93\x06',HVAC,Building A,623,6471.03,68.01,1.44,23.33,44.34,1,0,0.53,Low,0
b'\x1b\t\xf7sN\xbbM\xee\x97\x91P\xf8\xc1a\xcb8',Elevator,Building C,1708,4917.28,77.43,4.43,22.63,38.8,0,1,3.12,Medium,0
b'\x12\x84\x95v\x98BI\x9f\x976g\xb2\xe9\x10h\x9b',Boiler,Building C,786,4516.01,76.24,0.76,24.8,52.12,4,1,2.96,Low,0
b'\xcet\xa1<)\xb4K\x08\x81P\x16v\x1b\x1c\x10\x9f',Elevator,Warehouse 2,1408,5955.27,74.61,2.09,22.96,78.31,3,0,0.32,Medium,0
"b""\xb8\tK'\xed\xf7D\xbf\x9e\xc4\xba\x08\x175\x86Q""",HVAC,Building C,1476,7388.37,86.84,4.08,20.56,69.96,1,0,1.56,High,0
b'\xac\x85SU\xdb\x82K\x10\xb2r\xd3M\xe9\x81Z\xec',Pump,Building C,847,4919.08,43.3,3.32,17.56,60.19,2,0,2.09,Medium,0
b'\x91\x80E\x8d\x11\xe8K\xa9\xad\xf3\x93\xba\xac\x81\x11\x9b',HVAC,Building A,1023,5134.71,73.81,1.37,21.79,87.74,1,1,1.97,Low,0
b'\x8f\xf0.[XwN\xed\x88\xdd\x9a;\x12x\x92\x89',Generator,Building B,940,5768.33,68.76,-1.65,20.64,75.21,0,0,1.58,Low,0
"b""\xb6\x81\x9a\xc1x\x1aN9\x89\xe3Eqo|N'""",Pump,Warehouse 2,1670,4131.74,75.98,4.66,18.72,81.37,0,1,0.19,High,0
b'<\xb9\xebB\xf7\xfeN\x89\xad\x07X[\x86~\xa6+',Boiler,Building C,546,5584.68,71.3,3.59,16.7,36.07,1,1,3.11,Medium,0
b'\xf5\x82{Q\x89/I\x17\xa2\xceZ\xd2\x18\xed\xb7H',Pump,Warehouse 2,1119,5661.1,62.35,4.17,15.17,82.42,0,1,4.03,Medium,0
b'\xda\xc2\xf7b\xc6\xdc@+\x9e\x7f\xd7\x92\xb5g\x0bl',Boiler,Building A,1121,4005.57,77.5,1.23,18.74,72.02,1,0,1.41,Medium,0
b'4\xad\xed\xf1\x95\xceGf\x9f-\xaa\xf0\xf0q\x1fI',Elevator,Building C,1223,5645.59,75.19,-0.48,23.91,80.89,2,0,3.75,Medium,0
b'\xc8\x16\xfa\x14*\x9eD\xf2\xa9\xf4>\xde\xfc\xa6\xf6\xab',Generator,Building B,1406,4660.87,86.67,2.85,9.54,64.37,1,0,1.33,Low,0
b'\xe5\x8aQ\xd3(\xe4Jo\xa6\xe7\x12\xe5\x13e\xc0\xc8',Elevator,Warehouse 1,1367,4266.73,71.9,1.67,17.4,57.64,1,1,0.78,Low,0
b'4\x83\xbc\xb4F\xaaL\x01\x88f=-\x06\xbf\xec=',Elevator,Warehouse 1,749,7149.55,93.33,1.87,9.78,87.93,1,1,0.56,Low,0
b'\xf7\xa6\xfc\x04\xfcY@\xb5\x83\x89N\x8c\x9d\x18\x14t',Elevator,Building B,604,6582.55,72.42,3.99,15.35,31.27,2,0,1.66,High,0
b'\xb6\xb9W\x8e\xf3\xb3B\xbf\x80\xb14\x1eH\n\x95P',Pump,Warehouse 2,1815,5659.45,66.96,3.46,18.76,51.15,2,1,0.27,Low,0
b'\xbc\xec\x1c\xc0S\x0cH\xe9\x97\xdb\x88\x92\x94\x8c\x8b\xa2',Generator,Warehouse 1,514,4971.2,61.71,4.02,19.01,62.69,1,1,2.15,Low,0
b'\xc9\x04\x9aO\xf7\x8bF\xc3\xa4x\xcf\xed6;\x8d\xc2',Boiler,Building C,1244,4621.65,76.45,3.08,27.45,48.0,0,0,0.67,Low,0
b'\x01\x9c\xa8sk\x99E-\x9c\x94\xa9\x82\xcb\x0b(n',Pump,Warehouse 1,453,6350.85,68.46,1.79,20.38,31.08,0,1,1.06,Medium,0
"b""\xe6'E\xf0\x18\x9fJ\xf0\xa4\x8a\xa4~\xac(\xcc\x07""",Elevator,Warehouse 1,399,5186.86,80.89,2.77,27.02,51.7,0,1,4.17,Medium,0
b'*\x0e\xbb\x7f\xb40H \x86D\x1c\x9a\x88\x12\xc2\xe5',HVAC,Building B,1271,4438.16,79.79,-0.94,32.75,67.51,3,1,0.13,Low,0
b'8+\xf3\xeea\xbfD\xd6\x89\x86\xbcx\xbd\xf2q\xb9',Generator,Building B,1432,5870.75,84.49,3.2,19.29,39.29,1,1,0.93,Low,0
b'\xaf\xcd\x00T@;I\x19\xa7\xb9*\x982I\xf5\x95',Pump,Building B,1213,4924.13,58.15,3.29,19.82,33.36,0,1,0.11,Low,0
"b""\xbbc\x02\x83T\xb4I\xd4\xadi<\xf2'/N\x99""",Elevator,Warehouse 2,1634,4465.76,76.51,3.07,26.29,61.62,1,0,0.44,Medium,0
b'\x02&\xfa\xa1A\xebH-\x92\xb7\x8f\x0c\x157X>',Elevator,Warehouse 2,1194,5868.66,58.17,2.53,18.81,88.21,0,0,3.25,Low,0
"b""'\xc4\x99\xed~oN\x16\xb2\xd6 Y&\xac\xc7\x1f""",HVAC,Building B,1210,4318.62,84.68,4.49,26.87,76.96,2,1,0.56,Medium,0
"b""\xb4\xd6~\xf4\xc4\x95C\xf4\x9fb\x04\xd8\xbd'\x0c\x8f""",Generator,Building C,1004,4575.28,80.0,3.3,17.89,54.15,2,0,5.91,Medium,0
"b'\xbc""F\xb9s\xf6J\x9d\xb2\x00iK\xc7\x1a\x86\xf1'",HVAC,Building B,637,4177.92,62.81,2.15,19.38,59.79,0,1,1.02,Medium,0
b'\xe20\xe1\x98\x84\xc4Dg\xa4J#\x19ba\xd9*',Generator,Building C,1299,6208.93,68.39,2.35,21.89,51.99,1,1,3.2,Low,0
"b""k\xc2\xc32\xc9\xb4DF\x88\x08\x1b\x06'E\x8b4""",HVAC,Building C,559,4098.5,81.03,1.78,18.63,67.69,0,0,8.53,High,0
b'\\\xd8\x1ff\xd7\x83Ha\xa1??J\x9cI9\\',Generator,Building C,1350,4481.75,88.25,4.24,20.79,63.25,0,0,0.95,Low,0
b'\xb5\xf7\xe3\xa6E\xfeB\x05\xa5h\xe2\x04\xc8\xec\xeda',Generator,Warehouse 1,903,5420.96,85.02,4.34,21.83,83.64,1,1,1.57,Low,0
b'\xa3\xb3\\T\xd3\x97C\xd1\xb7\x8f>I\x84\x17\x11\xef',Boiler,Warehouse 2,1234,5865.24,83.1,1.29,21.82,77.85,1,0,1.25,Low,0
b'\xba\x82\xaba\xb7\xd0K\x8b\x85\x05Q\xaf\x7f\xd3\xd4]',Generator,Building C,872,4497.88,64.93,2.92,18.77,62.99,3,1,0.26,Medium,0
b'\xf6\xfc\x99\x85\xccyJ\xe3\xa8*\xca\x07(\xd0\xcb\xfa',Generator,Warehouse 2,1065,4816.13,76.88,3.58,20.0,35.84,1,0,0.86,Medium,0
b'9\xfe\\yD\nH\xde\x84\xe5\xe0\xf5\xf8\x9d\x94\x0f',Elevator,Building B,859,7205.53,86.99,1.11,23.94,51.87,1,0,3.51,Low,0
"b'u\xf6\xb9,\xf9\xb1A\x05\xadA\xd0n\xd1u\x03\xa8'",HVAC,Building A,1732,6528.93,78.65,1.62,23.35,64.13,3,0,0.31,Low,0
b'\xd3z\xf1Fk\x10N\xcc\xa9FE\xd6\xd6\x875\xc2',Pump,Warehouse 2,708,5523.04,73.72,4.2,18.04,82.88,1,0,2.58,Low,0
b'X\x8bx.\xa6\x0eJz\x9c\x91\x04wh\xbf\xdb{',Pump,Building C,1490,6033.81,68.11,1.91,5.85,76.67,1,0,0.94,Low,0
b'\x1fA+b\xad\x8dAI\x83[S|Q|\x19p',Elevator,Building A,1774,5439.07,52.55,2.23,25.7,61.46,1,1,0.65,Low,0
b'|`\x11\xd8\x9d\x16E\x07\xa8\x9d\xe47\x8fLOc',Boiler,Building C,1024,5144.91,77.81,5.79,24.85,31.76,2,0,0.89,Low,0
b'c\xf4*\xfa\xa7\xccH`\x8b\x16\xf20\xed\xf1H\x11',Pump,Warehouse 2,1190,4885.2,80.67,2.01,19.76,32.25,2,1,0.56,High,0
b'\x06\xd2\xe9h\xb5\xb6B\xa1\x9b\x14%\x80;\xcf\x85\xe8',Pump,Warehouse 2,1493,4293.1,80.22,2.74,13.2,47.18,1,1,2.11,Low,0
b'\x10\xe2\x93-?UK)\x9f\xdc\xcb~9\x1bfF',Elevator,Building C,1810,4688.65,87.28,2.74,18.37,88.8,2,1,1.46,Low,0
b'\xad\\\xe9b\x0f\x8eH\x05\xbd9\xc1\x0b\xdb\x86KL',Boiler,Building A,821,5076.61,69.88,-0.16,30.21,86.7,1,1,1.25,Low,0
b'!\x00\xd9\xe1x\xc5H\xa8\xb4-g\xccn\x91j\xd8',Pump,Building C,953,4814.08,59.01,6.42,13.83,51.41,0,1,1.4,Low,0
b'\x16\xaa\xee\xbd\x1e\xf9ET\x8b\xba\xe1eJ\x0e\xed?',Boiler,Warehouse 1,1249,5491.07,84.89,3.76,19.06,84.73,0,1,0.08,Low,0
b'\xb0j\xe8\x0e\xaf\xc4H\x14\x9d\x80\x82\xf46X\x16\x19',HVAC,Warehouse 1,912,5731.0,80.38,4.07,31.97,31.67,1,1,1.98,Medium,0
b'\x11\x1c\xb1\x1aL\x1bC \x96\xa2M\xe51\xd0\xa0\xe9',Boiler,Building C,1222,6623.88,78.83,3.75,11.54,35.29,2,0,9.34,Low,0
b'v\xa7F\x8d\x13\xc9O6\xa2\xf6\x91<\xbcD\xd1\x88',Pump,Warehouse 2,1164,4985.31,56.98,2.0,10.47,81.42,2,0,4.13,Low,0
b'\xafD\x0e\x90\xf6;H>\xa4\xde\x97\xd9\xda\x0c\x19>',Elevator,Building A,409,3783.42,63.78,4.06,20.1,32.87,2,1,0.44,Low,0
"b""\x85\xee\xbdmc\x92L\xc0\xad+^v'\xe8\x11.""",Pump,Building A,1485,3097.93,62.5,3.21,21.13,60.31,2,0,0.61,Low,0
"b'_6\xc7\t\xa0\x1aM\xf5\xb7\xa1\x08q\x1e,\xea\xb8'",Generator,Warehouse 1,368,3821.08,72.8,3.91,12.22,73.29,4,1,1.61,Low,0
b'\xa5(d\xb3[AG[\x95D\xe5\xc3Co\x05]',Elevator,Building A,1436,3266.53,77.21,3.13,17.88,62.35,2,1,1.6,Low,0
b'\xbb\x10\x90\x8c\xaa\xeaD2\xa7\xf4\xca\xa47\xe8|>',Generator,Warehouse 1,616,3179.24,67.94,0.91,28.52,32.46,1,1,2.32,Medium,0
b'~yG\xd3d\xfdE0\xa2\x84~\xaax\x08\xae(',Pump,Building B,748,4233.14,75.68,4.54,22.51,68.85,4,0,1.5,Low,0
b';\xdc\xfe\xe3~\x15I\x98\xba\x1d75\xa3|\xfe\x8f',Elevator,Warehouse 1,1257,5246.72,65.05,6.51,18.33,30.6,0,0,1.35,Medium,0
b'\x7f\x1bK9E[E!\xb2\x81\x91_;Pp\x9b',HVAC,Warehouse 2,1065,4865.82,80.19,5.51,17.05,66.23,1,0,0.49,Low,0
b'\x9f\xd8\x8f.y\xabE\xc6\xaa\x14\xf7h5i\x06&',HVAC,Building B,404,4742.38,74.3,4.03,16.58,42.07,0,1,1.29,Low,0
"b'X""\xb3\x8a\xb7\xa0B\xc3\x89i\xd0)\x94\x1e w'",Generator,Warehouse 2,1650,5588.5,81.67,2.49,20.69,76.97,3,0,3.73,Low,0
b'\xe9k\x92\xfaU\x93@f\xab&\x96\xf9\xa2%\xab\xa1',Pump,Warehouse 2,1599,4555.33,69.42,3.95,16.89,41.21,0,0,13.09,Low,0
b'\xc2hs^\xcfWO\x1b\xb0\xc6\x98\x96et\xc03',Boiler,Building C,466,6033.88,70.93,4.36,20.62,85.57,0,0,0.16,Low,0
b'\x1e2?\x99\xa8\x92A?\xa1keN\xc6\xbd\x89h',Elevator,Warehouse 2,670,5798.06,63.23,2.85,24.95,66.42,0,1,3.27,High,0
b'\x80x\xc5\xac\xf9\x0fCD\xb7v\xef Q\x9e.\xb0',Generator,Warehouse 1,755,4130.71,74.89,3.21,34.59,38.67,1,1,1.48,Medium,0
b'\xf4\n\xf7\x18\\\x7fE\xa1\xa7Q\x1b\x8a\xe9Qe\xee',Generator,Building A,1117,4908.04,75.16,4.19,24.87,51.98,0,1,2.81,Low,0
b'\xcc\xa6\x9b\x1f\xf0\xf4M\x99\x91\xe2DN\xdc\xb1\xea\xd8',Elevator,Warehouse 2,1317,4007.96,69.46,1.28,21.28,51.37,2,0,1.09,Low,0
b'\x99\x13\x90\xd0\xdd\xbfO\x89\xbd\xd5w\xb5\xe5\xe7E\x84',Elevator,Warehouse 1,1393,4875.11,75.16,3.33,17.77,85.2,1,1,1.68,Low,0
b'\x04\x1f\xff\xe1\xe8\x94L^\x85\xda-\x80o;<r',Boiler,Warehouse 1,754,4631.06,77.14,1.62,28.66,58.24,0,0,0.42,Low,0
b'\x90@\xe6\xd5\x8e\x8aD\x95\x97\xce\x9f\x80\xc5\x819r',HVAC,Warehouse 2,629,4771.97,89.39,1.66,12.39,81.26,1,0,0.25,Medium,0
b'\xad=\xf6\xde\xe5\xceN\x91\xbf\x9c\xe7\x06\xa2\xf3\xe3\xdf',Generator,Warehouse 1,889,5263.9,73.44,4.5,32.19,65.78,2,0,0.25,Low,0
b'\xc6SB\xd3oRN\x8a\x8f:\xd7\xfb\xf6b\x02\x9e',Elevator,Building B,550,5107.17,64.21,2.74,22.0,82.17,1,0,0.07,Low,0
b'\xfbu\xa4 \xc7\x8dM\xfd\xa8b\xe5V\x12|[\n',Boiler,Warehouse 1,865,5290.96,69.93,2.23,14.01,60.1,1,0,1.04,Low,0
b'\xc8\x03\xfam\xf1\xc7Fv\x94h\xd5\x89\xc11\x08\x92',Boiler,Building A,1806,7935.66,64.27,2.36,22.08,78.47,3,0,0.3,Low,0
b'}\x83\xbe>RyG\xbc\x9c\xaf\x0c\x97\xb1\xa0\xc5\xfe',HVAC,Building C,1010,5307.83,95.68,0.9,26.01,84.41,1,1,1.19,Medium,0
b'\xa3\x028\xdc\xa8XHN\x9bn\x9aF\xac9\xf8\xa9',HVAC,Warehouse 2,1437,5750.87,81.54,4.46,19.93,46.06,4,1,0.19,Low,0
"b'\xa2752%\x9e@\xe8\xb3k+,\x8a\xd3\xf0\xe0'",Elevator,Warehouse 2,1683,4599.08,83.16,2.18,16.62,55.08,1,1,0.29,Low,0
b'\xf5xm\xb0\xd1\x08D\xfe\x83\xa0A\xb5\x8b\x99\x02:',Boiler,Building B,993,5611.99,57.74,0.04,16.25,74.79,3,1,0.33,Medium,0
b'\xb4\xa0\xe7K\xb2\xcbO1\x81cMog\x0c\xff\xf4',Boiler,Building C,840,4637.21,66.31,2.09,23.67,33.8,0,0,3.91,Low,0
b'\x94*s\xc4\xf3\x0eI\xb4\xba\x0f\x99\x80cs=\x8a',Elevator,Warehouse 2,1239,3664.14,82.24,4.94,32.94,69.33,1,1,0.74,High,0
b'\x88\x1fR\xf7ZaC\xf5\x95\xcc\xe3v\n\x05\xa7\x86',Generator,Warehouse 2,378,3529.51,62.37,1.84,20.39,77.41,0,1,2.26,Medium,0
b'\xcc+\xc5\x1dW\x8cO\xbf\x9dU\xd1F\xdd\t\x96\xb8',Pump,Building C,937,5276.99,88.57,4.23,26.12,51.33,2,1,2.74,Medium,0
b'\xb8\nA\x86\r`E+\xbc\x92\xf0b\x8f\xa8\xdfA',Generator,Building C,421,3503.84,65.82,4.98,19.15,85.8,3,0,0.53,Medium,0
b'\xffi\xb6\x84QRC\xe5\x98\xd7}d\xf4\xa5\xdd=',Generator,Warehouse 2,1801,5857.9,80.54,2.61,25.41,35.36,1,0,0.69,Low,0
b'wUK\xc1#\xd1A1\xae\x19\xcbs\x97\xbet\x9f',Elevator,Building B,576,4727.59,87.34,1.79,20.94,50.24,0,0,6.52,Low,0
b'\xcc\xaf\x0c\x97\xddQCl\x93iz^\xf40\x13\x05',Pump,Building C,1597,4819.82,88.71,1.52,17.74,63.79,1,0,0.54,Low,0
b'M\x0c\x97\xdb\x04\xb5O\xd4\xac\xad\x1fl\x9c\x16z ',Generator,Building A,992,5175.17,65.35,2.89,25.66,89.67,1,0,9.88,Medium,0
b'\xbag\xfcLm\xd2O\xf1\xb1Q\x0b<r\x13ad',Pump,Building B,1112,3390.48,68.03,0.28,22.68,35.19,0,0,1.19,Low,0
b'4\xb3\xa9x\xd9\x16J\x1f\x88j\xc9\x9e\xaeW\xf3N',Generator,Building A,758,5256.17,86.93,1.84,17.51,39.84,2,0,7.38,High,0
b'\xa5\x81@i\xc4\xf1H\xf3\xa6\xfd\x9c\x80\x97\x89\xdb\x8d',Generator,Building C,541,5435.08,71.95,1.88,18.35,82.2,1,0,1.12,Medium,0
b'\xeaIC\x08_|@Y\xb9\xfe\xa5K\xedP6\xfc',Boiler,Building A,900,5999.71,66.02,3.39,19.88,33.28,1,1,1.4,Low,0
b'\xc7\xa9*G\x9b\xffF\xb4\x89\xd3##R<\xe6\xc9',Generator,Warehouse 2,1000,6136.47,65.87,3.61,21.78,63.03,2,0,0.76,Low,0
b'D\xde{\x01\xf0hE\x0b\xb3.g\xb3\xcf_2\xb4',Pump,Warehouse 1,726,3192.96,72.25,2.93,20.57,35.88,1,0,0.23,Low,0
b'\x0b=\x91/\xbe\x89B\xde\x8c\xf5\xd9\xef\xbd\xe8\x13.',Pump,Building B,1632,4809.76,60.03,5.04,18.48,74.37,1,0,0.76,Low,0
b'h\xae<X\x96\x11BE\x89&2\x0c\xb7\xb6D\xfc',Generator,Building A,1243,3903.78,74.32,3.65,23.7,58.93,3,0,3.33,Low,0
b'*D\x94\xc9\x89OC\xb5\xbf\xfb\x95\x00\xe2E\xf5\x08',Elevator,Warehouse 1,1248,4413.58,68.8,1.64,28.42,85.89,0,0,1.43,Low,0
b'\x97\xb0YI\xf3\xbc@\x13\x8ccC\xc1\xd5\x17\xc8C',Generator,Warehouse 1,1353,4600.02,64.7,1.38,21.89,88.08,1,0,0.26,Medium,0
b'\xe9\xb0\xc8\xb9\x1a\xe2L&\x92\xd2\x02\xa2\x8b\xea\xe0\xc2',Pump,Building C,1317,4644.88,62.0,6.27,14.38,34.3,1,1,4.78,Low,0
b'\xe3\xc5\xd4\x83c\x88K\xdb\xa1^x\xe6\xda\xf0\xf1\x12',Generator,Warehouse 2,626,6092.1,60.24,3.68,18.75,68.03,0,1,4.79,Low,0
b'\xd3\xf1\xdbCI\x8eLQ\x81\xe8\xfa*\x93\xc1\xb6\x15',Elevator,Building B,824,3107.24,78.11,1.22,18.01,64.68,2,0,1.94,Medium,0
b'\xd0\xb8\xc4\xc9z\xa2DZ\xb6\xb3\x89\xbe\x8c^\x9a*',Elevator,Warehouse 2,472,5908.81,70.92,1.0,18.58,41.47,1,0,2.92,Low,0
b'\xfc\xcd\xe9\x88J\xc2L\xb0\xb3Oh)\t\xaf\xe7\x80',HVAC,Building C,1168,4365.79,64.54,4.03,19.73,85.9,0,0,0.89,Low,0
b'\x8cZ\xf6m\xf8\xe7Mq\xb2\x08f=\xe4\x13\\P',Boiler,Building C,1024,5033.9,63.1,4.39,19.54,85.8,1,0,4.53,Low,0
b'\xa0?d\x16\x15hE\xdc\xb8\x16\x9c\x1b;\xa9\x88\xc1',Boiler,Building A,1452,4228.8,57.26,1.97,16.91,32.27,1,1,0.11,Low,0
b'Jw\xd3\x9fX\x0f@P\xaf#\x18\xee\x06\xba\x9d\xde',HVAC,Building A,1258,5687.93,68.87,2.91,25.92,54.96,1,0,0.49,Low,0
b'\xad\x08j\xcf\x88%I\xab\x8dD\xef\x86\xa0\xb2\x1d\xe7',Pump,Building B,395,4149.39,69.59,4.13,18.89,66.92,2,1,0.47,Low,0
b'\x9cq\xec\x91\xe9\xf0K\xf5\xa9\xd3\x07C\xf3\xa6\x95\x8a',Boiler,Warehouse 2,1697,6999.24,86.4,2.85,17.59,68.95,2,0,0.2,Low,0
"b'\xdb\xfc\xae\xd9u\xb6E\xce\x8d\xc0\xcc\x81\x18l\xc1,'",Boiler,Building C,1338,3963.69,72.97,2.95,23.3,49.04,2,0,3.34,Low,0
b'D\xca\xdc\xde\x1b\xd2Mx\xb355It\xfb\x03\x11',Generator,Building C,912,5389.34,83.26,3.13,17.06,75.8,0,1,0.52,Medium,0
"b""Z\x91|\xc9\x1e\xf1A\x82\x9a\xe3\xd0'\x9a\x82.\xb8""",Generator,Warehouse 1,525,4830.15,91.37,2.73,19.9,79.16,1,1,2.26,Low,0
b'=\xd4\xbaD\xc9i@\x02\x92\x9b{\xd9m\xb4a-',Generator,Warehouse 1,866,5082.77,75.37,-0.58,23.73,87.22,1,0,0.27,Low,0
b'\xc5\xe3\x0f\xd7\x08\xb6E\xe3\xad!:\xef\xec!y\xf9',Boiler,Building B,1202,4588.98,85.22,2.43,30.41,41.94,1,1,1.07,Low,0
b'\\\xb212}\x91O\xd6\x8a\xf0`\x06\xa8\x19\x8eW',Elevator,Building B,977,2805.62,90.99,4.05,22.67,76.27,0,0,0.43,Low,0
b'\xf3C\xf7`\xfa\x9fK\x1e\xb5\x82l\xc8`R\xf7\xd7',Boiler,Building B,1197,5735.34,75.62,3.44,21.45,48.19,1,0,0.34,Low,0
b'\xa6\x18\xc8V\x0f\xb9A\x7f\x98}\xffO\xecY{N',Boiler,Warehouse 2,440,4213.19,67.16,5.7,24.29,84.69,1,0,0.08,Medium,0
b'\x86?\xcar\xa76B\xe2\xb5F\xeeTG\xc2\\)',Generator,Warehouse 1,422,5441.63,70.82,1.97,26.12,52.61,1,0,0.55,Medium,0
b')\x13{?=\xe3K\xc5\xb2\xd2G-\x16\xd9\xfa\x99',HVAC,Building B,1555,4331.86,67.19,2.07,24.31,41.49,2,0,0.16,Low,0
b'\xb0\x9c\x9a\xe5\xef]@v\xbc5\xde\xf7\x9c;\xf4\xf7',Elevator,Building A,1301,6292.06,67.51,4.97,21.05,87.58,3,0,8.31,Low,0
b'\xe8\x83\x87\xfe\x0b4G8\xa6\xe1\xb8\xda\xba\x19\x0eY',Boiler,Warehouse 1,786,3944.36,71.46,1.15,24.76,65.15,2,1,0.62,Low,0
b'h\x92@:\x9f\xdeC\x83\x8e\x9b\xab\xeb\x03\xeb(T',Elevator,Building B,1495,6698.29,51.86,4.69,23.24,53.69,1,1,5.4,High,0
"b'\x8c\x15R\x1es\xcbJx\x99\nih\x13\xdf,\x16'",Elevator,Building B,719,6451.25,67.61,4.58,19.82,61.64,2,1,0.26,Medium,0
b'\x92\xc0k\x00\x08RF\xfc\xbeZF\xae\xe1\xd2\xadg',Pump,Building B,1201,4375.49,82.47,3.05,23.45,70.63,1,1,1.84,Low,0
b'\x89i\xee0\xb9d@Q\x9cw\xaa\xff\xc3+\xcf\xa5',Boiler,Warehouse 2,1042,4997.21,69.67,2.48,18.13,51.9,2,0,1.4,Low,0
b'\xd4+1)F\x8dD\xb6\x9c\xfc\xa2\x93\x83\x13\x1f\xf5',HVAC,Building B,1068,5297.04,62.26,4.26,30.18,74.3,2,1,1.32,Low,0
b'R\xf0<\xd34\x1cK\xed\x81\x1a\xc9\xd5\x0ef!0',HVAC,Building B,1400,6186.15,90.4,2.17,18.73,35.46,2,1,0.88,Low,0
"b'\xfc\xa7IL\xcfGI\x8d\xbf\xdd""\xce\x8ak_\x1c'",Pump,Building C,930,6160.35,78.2,0.83,23.43,34.02,0,0,0.56,Low,0
